Perfil;name;value;dim;ordem;valor_esq;valencia_esq;valor_dir;valencia_dir
Bolsonaro_bem;Conservador; 1,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal;-0,125;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,250;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,500;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,500;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao;-0,125;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 1,875;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,625;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,375;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 2,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 2,625;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,125;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao;-0,750;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-1,750;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,000;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,750;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,875;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,875;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 3,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,625;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,250;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,750;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao;-0,125;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,125;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal;-0,375;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,500;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-1,500;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,000;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal;-1,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 1,250;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao;-0,125;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,875;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,875;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal;-1,375;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,750;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 2,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,500;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,625;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 1,375;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,625;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,375;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 2,500;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,500;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,750;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,500;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 2,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,125;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 2,500;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,500;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,750;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,750;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,750;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,875;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,875;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 3,125;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,875;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,500;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,500;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,750;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 3,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,250;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,250;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,625;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 2,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,625;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal;-0,125;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,250;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,500;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,000;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-1,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,500;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 3,500;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 2,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,250;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,500;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,875;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,875;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,125;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,250;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,500;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 3,875;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,375;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,625;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,125;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,125;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,625;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,375;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,875;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 1,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,000;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao;-0,250;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,250;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 3,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,750;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,750;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,750;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 1,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,625;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,875;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao;-1,250;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 3,750;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal;-1,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 2,625;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,375;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,250;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,250;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 3,000;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,500;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,250;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 4,750;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,250;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao;-2,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador;-2,000;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 1,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,000;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido;-0,625;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,125;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,375;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,750;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,500;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,750;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,750;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 2,000;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,000;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,000;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 2,000;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,500;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,750;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,500;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,250;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 0,875;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,375;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 0,875;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,375;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 2,500;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,750;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 2,500;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 1,750;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,125;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,875;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
Bolsonaro_bem;Conservador; 1,375;Valores;1;-1,75;+ Progresista;1,75;+ Conservador
Bolsonaro_bem;Liberal; 0,625;PolEcon;1;-1,75;+ Desenvolvimentista;1,75;+ Liberal
Bolsonaro_bem;Corrupcao; 1,375;Pauta;1;-1,75;+ Social;1,75;+ Anticorrupção
Bolsonaro_bem;Antipartido; 0,125;Partidos;1;-1,75;+ Alianças;1,75;+ Antipartidos
